HourDK,GrossConsumptionMWh,DayOfWeek,Hour,MonthOfYear,IsHoliday,humidity_past1h,temp_mean_past1h,wind_speed_past1h,Electric cars,Plug-in hybrid cars,EL_price
2020-01-02 04:00:00,3067.3245850000003,Thursday,4,January,0,87.8360655737705,1.66166666666667,7.20701754385965,0.0026571024281718536,0.00881652280071421,0.2123
2020-01-02 05:00:00,3285.2065430000002,Thursday,5,January,0,88.1803278688525,1.695,7.47894736842105,0.002658136393107746,0.008810844647677563,0.21477
2020-01-02 06:00:00,3770.1544190000004,Thursday,6,January,0,88.7213114754098,1.69,7.7,0.002659195439624895,0.008805179765070115,0.25227
2020-01-02 07:00:00,4350.406006,Thursday,7,January,0,88.8852459016394,1.70666666666667,7.78947368421053,0.0026602795650365607,0.00879952814762941,0.275875
2020-01-02 08:00:00,4719.119751,Thursday,8,January,0,88.9508196721311,1.74666666666667,8.04385964912281,0.002661388766544981,0.008793889789870946,0.28656000000000004
2020-01-02 09:00:00,4846.152832,Thursday,9,January,0,88.9491525423729,1.69137931034483,8.10909090909091,0.0026625230415966428,0.00878826468655447,0.2876
2020-01-02 10:00:00,4966.440552,Thursday,10,January,0,88.6557377049181,1.82333333333333,8.21929824561404,0.002663682387327171,0.008782652832195481,0.28835
2020-01-02 11:00:00,4948.995362,Thursday,11,January,0,88.2786885245902,1.895,8.26666666666667,0.0026648668011386434,0.008777054221553726,0.2854
2020-01-02 12:00:00,4940.624633,Thursday,12,January,0,88.0677966101695,1.90172413793103,8.07454545454545,0.0026660762802332982,0.008771468849233521,0.284725
2020-01-02 13:00:00,4899.235962,Thursday,13,January,0,87.9344262295082,2.08166666666667,7.81052631578947,0.0026673108219688046,0.008765896709905796,0.283715
2020-01-02 14:00:00,4936.414795000001,Thursday,14,January,0,88.2295081967213,2.135,7.31052631578947,0.0026685704235474006,0.00876033779824148,0.28062
2020-01-02 15:00:00,4915.68335,Thursday,15,January,0,88.2166666666667,2.20508474576271,7.35357142857143,0.002669855082260142,0.008754792108978116,0.28424
2020-01-02 16:00:00,5138.473999,Thursday,16,January,0,88.327868852459,2.17833333333333,7.43508771929825,0.002671164795420289,0.008749259636742224,0.28315999999999997
2020-01-02 17:00:00,5372.880859,Thursday,17,January,0,88.6393442622951,2.14333333333333,7.64035087719298,0.0026724995602300794,0.008743740376271347,0.28928
2020-01-02 18:00:00,5211.170410000001,Thursday,18,January,0,89.4426229508197,2.06833333333333,7.87719298245614,0.002673859374002774,0.008738234322280825,0.290665
2020-01-02 19:00:00,4839.360596,Thursday,19,January,0,90.1967213114754,2.025,8.0719298245614,0.002675244233985019,0.008732741469485994,0.283905
2020-01-02 20:00:00,4587.927124,Thursday,20,January,0,90.3114754098361,2.015,8.47894736842105,0.0026766541374456665,0.008727261812602194,0.260675
2020-01-02 21:00:00,4478.613402999999,Thursday,21,January,0,90.8688524590164,2.06,8.55789473684211,0.002678089081631363,0.008721795346344763,0.22485
2020-01-02 22:00:00,4206.625732,Thursday,22,January,0,91.2622950819672,2.205,8.74912280701754,0.002679549063766551,0.008716342065517857,0.22194
2020-01-02 23:00:00,3913.27832,Thursday,23,January,0,90.5573770491803,2.415,8.90526315789474,0.0026810340811644906,0.00871090196481461,0.18668
2020-01-03 00:00:00,3684.908692,Friday,0,January,0,89.0491803278689,2.82881355932203,8.84561403508772,0.002682544130983011,0.008705475039061383,0.14143
2020-01-03 01:00:00,3576.011841,Friday,1,January,0,88.983606557377,3.05593220338983,8.72631578947368,0.002684079210535373,0.008700061282906901,0.07456
2020-01-03 02:00:00,3512.342041,Friday,2,January,0,89.0655737704918,3.32542372881356,8.77719298245614,0.0026856393170238135,0.008694660691244138,0.01143
2020-01-03 03:00:00,3525.203979,Friday,3,January,0,89.6065573770492,3.61525423728814,8.9280701754386,0.002687224447739389,0.008689273258832841,0.00105
2020-01-03 04:00:00,3529.53125,Friday,4,January,0,89.7868852459017,3.84406779661017,9.00526315789474,0.002688834599751111,0.008683898980410554,0.00635
2020-01-03 05:00:00,3702.715942,Friday,5,January,0,90.5081967213115,3.86666666666667,9.00350877192983,0.002690469770549875,0.008678537850848045,0.07411
2020-01-03 06:00:00,4200.272217,Friday,6,January,0,91.4,4.25254237288136,8.8,0.002692129957071465,0.008673189864860653,0.18289
2020-01-03 07:00:00,4758.766479,Friday,7,January,0,92.2131147540984,4.42666666666667,8.48421052631579,0.002693815156762369,0.008667855017363557,0.19933
2020-01-03 08:00:00,4988.911255,Friday,8,January,0,92.1639344262295,4.575,8.11929824561404,0.0026955253666693935,0.0086625333030943,0.21524
2020-01-03 09:00:00,5067.79834,Friday,9,January,0,91.3559322033898,4.55344827586207,7.79090909090909,0.0026972605841502073,0.008657224717012468,0.21875
2020-01-03 10:00:00,5097.263794,Friday,10,January,0,90.327868852459,4.78166666666667,7.37543859649123,0.0026990208062960264,0.008651929253811197,0.21554
2020-01-03 11:00:00,5020.544433,Friday,11,January,0,89.1639344262295,4.79,6.68947368421053,0.002700806030375702,0.00864664690838346,0.23758
2020-01-03 12:00:00,4961.512817,Friday,12,January,0,88.1639344262295,4.81333333333333,6.22105263157895,0.0027026162535470633,0.00864137767562223,0.255245
2020-01-03 13:00:00,4894.92749,Friday,13,January,0,86.6129032258065,4.77540983606557,6.05862068965517,0.002704451473012348,0.008636121550376075,0.254535
2020-01-03 14:00:00,4736.595704,Friday,14,January,0,84.5967741935484,4.59672131147541,5.61551724137931,0.002706311685995999,0.008630878527515762,0.255135
2020-01-03 15:00:00,4670.063599,Friday,15,January,0,82.8064516129032,4.25737704918033,5.20350877192982,0.0027081968896336406,0.008625648601867653,0.255175
2020-01-03 16:00:00,4859.322876,Friday,16,January,0,83.3492063492064,3.9741935483871,5.16551724137931,0.002710107081149715,0.008620431768413539,0.257455
2020-01-03 17:00:00,5197.753662,Friday,17,January,0,83.3650793650794,3.78870967741935,5.45689655172414,0.002712042257657643,0.008615228022001986,0.26488500000000004
