valid_time,time,step,t2m
2005-01-01 06:00:00,2005-01-01,0 days 06:00:00,3.0906165
2005-01-01 12:00:00,2005-01-01,0 days 12:00:00,4.8849945
2005-01-01 18:00:00,2005-01-01,0 days 18:00:00,5.1633215
2005-01-02 00:00:00,2005-01-01,1 days 00:00:00,5.4619737
2005-01-02 06:00:00,2005-01-01,1 days 06:00:00,3.5713975
2005-01-02 12:00:00,2005-01-01,1 days 12:00:00,3.6251657
2005-01-02 18:00:00,2005-01-01,1 days 18:00:00,2.9930785
2005-01-03 00:00:00,2005-01-01,2 days 00:00:00,3.2690883
2005-01-03 06:00:00,2005-01-01,2 days 06:00:00,3.9922016
2005-01-03 12:00:00,2005-01-01,2 days 12:00:00,5.0141344
2005-01-03 18:00:00,2005-01-01,2 days 18:00:00,5.004659
2005-01-04 00:00:00,2005-01-01,3 days 00:00:00,5.2526207
2005-01-04 06:00:00,2005-01-01,3 days 06:00:00,5.7028437
2005-01-04 12:00:00,2005-01-01,3 days 12:00:00,6.943663
2005-01-04 18:00:00,2005-01-01,3 days 18:00:00,6.686671
2005-01-05 00:00:00,2005-01-01,4 days 00:00:00,5.503047
2005-01-05 06:00:00,2005-01-01,4 days 06:00:00,4.837853
2005-01-05 12:00:00,2005-01-01,4 days 12:00:00,5.5851846
2005-01-05 18:00:00,2005-01-01,4 days 18:00:00,4.9230947
2005-01-06 00:00:00,2005-01-01,5 days 00:00:00,4.8257527
2005-01-06 06:00:00,2005-01-01,5 days 06:00:00,4.919869
2005-01-06 12:00:00,2005-01-01,5 days 12:00:00,5.6814084
2005-01-06 18:00:00,2005-01-01,5 days 18:00:00,5.372474
2005-01-07 00:00:00,2005-01-01,6 days 00:00:00,5.3245144
2005-01-07 06:00:00,2005-01-01,6 days 06:00:00,5.29994
2005-01-07 12:00:00,2005-01-01,6 days 12:00:00,6.3110905
2005-01-07 18:00:00,2005-01-01,6 days 18:00:00,6.236366
2005-01-08 00:00:00,2005-01-01,7 days 00:00:00,6.22179
2005-01-08 06:00:00,2005-01-01,7 days 06:00:00,6.1245675
2005-01-08 12:00:00,2005-01-01,7 days 12:00:00,6.120419
2005-01-08 18:00:00,2005-01-01,7 days 18:00:00,5.4128914
2005-01-09 00:00:00,2005-01-01,8 days 00:00:00,5.3195386
2005-01-09 06:00:00,2005-01-01,8 days 06:00:00,5.158575
2005-01-09 12:00:00,2005-01-01,8 days 12:00:00,5.637045
2005-01-09 18:00:00,2005-01-01,8 days 18:00:00,5.5888762
2005-01-10 00:00:00,2005-01-01,9 days 00:00:00,5.526945
2005-01-10 06:00:00,2005-01-01,9 days 06:00:00,5.3243446
2005-01-10 12:00:00,2005-01-01,9 days 12:00:00,5.911366
2005-01-10 18:00:00,2005-01-01,9 days 18:00:00,5.0283303
2005-01-11 00:00:00,2005-01-01,10 days 00:00:00,4.7284117
2005-01-11 06:00:00,2005-01-01,10 days 06:00:00,4.4952326
2005-01-11 12:00:00,2005-01-01,10 days 12:00:00,5.174025
2005-01-11 18:00:00,2005-01-01,10 days 18:00:00,4.4155226
2005-01-12 00:00:00,2005-01-01,11 days 00:00:00,4.1149826
2005-01-12 06:00:00,2005-01-01,11 days 06:00:00,3.9642572
2005-01-12 12:00:00,2005-01-01,11 days 12:00:00,5.0178447
2005-01-12 18:00:00,2005-01-01,11 days 18:00:00,4.2256713
2005-01-13 00:00:00,2005-01-01,12 days 00:00:00,3.8937204
2005-01-13 06:00:00,2005-01-01,12 days 06:00:00,3.7714534
2005-01-13 12:00:00,2005-01-01,12 days 12:00:00,4.4858727
2005-01-13 18:00:00,2005-01-01,12 days 18:00:00,3.7685964
2005-01-14 00:00:00,2005-01-01,13 days 00:00:00,3.4841685
2005-01-14 06:00:00,2005-01-01,13 days 06:00:00,3.2410078
2005-01-14 12:00:00,2005-01-01,13 days 12:00:00,4.198692
2005-01-14 18:00:00,2005-01-01,13 days 18:00:00,3.4792824
2005-01-15 00:00:00,2005-01-01,14 days 00:00:00,3.0995567
2005-01-15 06:00:00,2005-01-01,14 days 06:00:00,2.8280354
2005-01-15 12:00:00,2005-01-01,14 days 12:00:00,3.81138
2005-01-15 18:00:00,2005-01-01,14 days 18:00:00,3.1523395
2005-01-16 00:00:00,2005-01-01,15 days 00:00:00,2.7188606
2005-01-16 06:00:00,2005-01-01,15 days 06:00:00,2.510303
2005-01-16 12:00:00,2005-01-01,15 days 12:00:00,3.5454264
2005-01-16 18:00:00,2005-01-01,15 days 18:00:00,2.7190986
2005-01-17 00:00:00,2005-01-01,16 days 00:00:00,2.0825546
2005-01-17 06:00:00,2005-01-01,16 days 06:00:00,1.5504904
2005-01-17 12:00:00,2005-01-01,16 days 12:00:00,2.7117329
2005-01-17 18:00:00,2005-01-01,16 days 18:00:00,2.0083497
2005-01-18 00:00:00,2005-01-01,17 days 00:00:00,1.7928876
2005-01-18 06:00:00,2005-01-01,17 days 06:00:00,1.4342303
2005-01-18 12:00:00,2005-01-01,17 days 12:00:00,2.6445014
2005-01-18 18:00:00,2005-01-01,17 days 18:00:00,1.9063611
2005-01-19 00:00:00,2005-01-01,18 days 00:00:00,1.4086617
2005-01-19 06:00:00,2005-01-01,18 days 06:00:00,1.0480822
2005-01-19 12:00:00,2005-01-01,18 days 12:00:00,2.2273464
2005-01-19 18:00:00,2005-01-01,18 days 18:00:00,1.5589615
2005-01-20 00:00:00,2005-01-01,19 days 00:00:00,1.1800661
2005-01-20 06:00:00,2005-01-01,19 days 06:00:00,0.921774
2005-01-20 12:00:00,2005-01-01,19 days 12:00:00,2.1292994
2005-01-20 18:00:00,2005-01-01,19 days 18:00:00,1.4644207
2005-01-21 00:00:00,2005-01-01,20 days 00:00:00,1.0421741
2005-01-21 06:00:00,2005-01-01,20 days 06:00:00,0.7718672
2005-01-21 12:00:00,2005-01-01,20 days 12:00:00,2.22527
2005-01-21 18:00:00,2005-01-01,20 days 18:00:00,1.4511774
2005-01-22 00:00:00,2005-01-01,21 days 00:00:00,1.111786
2005-01-22 06:00:00,2005-01-01,21 days 06:00:00,0.9732258
2005-01-22 12:00:00,2005-01-01,21 days 12:00:00,2.5323284
2005-01-22 18:00:00,2005-01-01,21 days 18:00:00,1.6589708
2005-01-23 00:00:00,2005-01-01,22 days 00:00:00,1.2260641
2005-01-23 06:00:00,2005-01-01,22 days 06:00:00,0.96195906
2005-01-23 12:00:00,2005-01-01,22 days 12:00:00,2.3507566
2005-01-23 18:00:00,2005-01-01,22 days 18:00:00,1.4096409
2005-01-24 00:00:00,2005-01-01,23 days 00:00:00,0.9136434
2005-01-24 06:00:00,2005-01-01,23 days 06:00:00,0.62005544
2005-01-24 12:00:00,2005-01-01,23 days 12:00:00,2.2845745
2005-01-24 18:00:00,2005-01-01,23 days 18:00:00,1.5069638
2005-01-25 00:00:00,2005-01-01,24 days 00:00:00,1.0694666
2005-01-25 06:00:00,2005-01-01,24 days 06:00:00,0.7828342
2005-01-25 12:00:00,2005-01-01,24 days 12:00:00,2.27722
2005-01-25 18:00:00,2005-01-01,24 days 18:00:00,1.4083023
2005-01-26 00:00:00,2005-01-01,25 days 00:00:00,1.332467
2005-01-26 06:00:00,2005-01-01,25 days 06:00:00,1.2260362
2005-01-26 12:00:00,2005-01-01,25 days 12:00:00,2.6873822
2005-01-26 18:00:00,2005-01-01,25 days 18:00:00,1.8733784
2005-01-27 00:00:00,2005-01-01,26 days 00:00:00,1.3371857
2005-01-27 06:00:00,2005-01-01,26 days 06:00:00,0.86804706
2005-01-27 12:00:00,2005-01-01,26 days 12:00:00,2.6103368
2005-01-27 18:00:00,2005-01-01,26 days 18:00:00,1.7617376
2005-01-28 00:00:00,2005-01-01,27 days 00:00:00,1.341518
2005-01-28 06:00:00,2005-01-01,27 days 06:00:00,1.0481197
2005-01-28 12:00:00,2005-01-01,27 days 12:00:00,2.3780875
2005-01-28 18:00:00,2005-01-01,27 days 18:00:00,1.4478759
2005-01-29 00:00:00,2005-01-01,28 days 00:00:00,1.2543573
2005-01-29 06:00:00,2005-01-01,28 days 06:00:00,1.153995
2005-01-29 12:00:00,2005-01-01,28 days 12:00:00,2.8084636
