valid_time,time,step,t2m
2009-01-01 06:00:00,2009-01-01,0 days 06:00:00,0.5890253
2009-01-01 12:00:00,2009-01-01,0 days 12:00:00,0.56699437
2009-01-01 18:00:00,2009-01-01,0 days 18:00:00,-1.1000617
2009-01-02 00:00:00,2009-01-01,1 days 00:00:00,-1.9745551
2009-01-02 06:00:00,2009-01-01,1 days 06:00:00,-2.4106903
2009-01-02 12:00:00,2009-01-01,1 days 12:00:00,-0.624614
2009-01-02 18:00:00,2009-01-01,1 days 18:00:00,-1.4504788
2009-01-03 00:00:00,2009-01-01,2 days 00:00:00,-0.5088093
2009-01-03 06:00:00,2009-01-01,2 days 06:00:00,0.6318909
2009-01-03 12:00:00,2009-01-01,2 days 12:00:00,2.8572721
2009-01-03 18:00:00,2009-01-01,2 days 18:00:00,1.9746145
2009-01-04 00:00:00,2009-01-01,3 days 00:00:00,0.7371917
2009-01-04 06:00:00,2009-01-01,3 days 06:00:00,-0.5659164
2009-01-04 12:00:00,2009-01-01,3 days 12:00:00,-1.2324519
2009-01-04 18:00:00,2009-01-01,3 days 18:00:00,-3.018448
2009-01-05 00:00:00,2009-01-01,4 days 00:00:00,-4.1013365
2009-01-05 06:00:00,2009-01-01,4 days 06:00:00,-4.3894525
2009-01-05 12:00:00,2009-01-01,4 days 12:00:00,-1.9369693
2009-01-05 18:00:00,2009-01-01,4 days 18:00:00,-2.3819063
2009-01-06 00:00:00,2009-01-01,5 days 00:00:00,-1.6455977
2009-01-06 06:00:00,2009-01-01,5 days 06:00:00,-0.62647516
2009-01-06 12:00:00,2009-01-01,5 days 12:00:00,1.6972983
2009-01-06 18:00:00,2009-01-01,5 days 18:00:00,1.4860972
2009-01-07 00:00:00,2009-01-01,6 days 00:00:00,1.8880898
2009-01-07 06:00:00,2009-01-01,6 days 06:00:00,2.1288779
2009-01-07 12:00:00,2009-01-01,6 days 12:00:00,3.215838
2009-01-07 18:00:00,2009-01-01,6 days 18:00:00,2.554969
2009-01-08 00:00:00,2009-01-01,7 days 00:00:00,2.2884371
2009-01-08 06:00:00,2009-01-01,7 days 06:00:00,2.048212
2009-01-08 12:00:00,2009-01-01,7 days 12:00:00,2.9479163
2009-01-08 18:00:00,2009-01-01,7 days 18:00:00,2.1082451
2009-01-09 00:00:00,2009-01-01,8 days 00:00:00,1.7297547
2009-01-09 06:00:00,2009-01-01,8 days 06:00:00,1.3506469
2009-01-09 12:00:00,2009-01-01,8 days 12:00:00,2.3453245
2009-01-09 18:00:00,2009-01-01,8 days 18:00:00,1.208201
2009-01-10 00:00:00,2009-01-01,9 days 00:00:00,0.61056876
