valid_time,time,step,t2m
2013-01-01 06:00:00,2013-01-01,0 days 06:00:00,5.698708
2013-01-01 12:00:00,2013-01-01,0 days 12:00:00,5.181587
2013-01-01 18:00:00,2013-01-01,0 days 18:00:00,4.0757766
2013-01-02 00:00:00,2013-01-01,1 days 00:00:00,3.478235
2013-01-02 06:00:00,2013-01-01,1 days 06:00:00,3.5064805
2013-01-02 12:00:00,2013-01-01,1 days 12:00:00,4.519497
2013-01-02 18:00:00,2013-01-01,1 days 18:00:00,3.6708336
2013-01-03 00:00:00,2013-01-01,2 days 00:00:00,4.5027757
2013-01-03 06:00:00,2013-01-01,2 days 06:00:00,6.1699004
2013-01-03 12:00:00,2013-01-01,2 days 12:00:00,7.5527034
2013-01-03 18:00:00,2013-01-01,2 days 18:00:00,7.0903797
2013-01-04 00:00:00,2013-01-01,3 days 00:00:00,6.14195
2013-01-04 06:00:00,2013-01-01,3 days 06:00:00,5.6535635
2013-01-04 12:00:00,2013-01-01,3 days 12:00:00,6.6724296
2013-01-04 18:00:00,2013-01-01,3 days 18:00:00,6.268427
2013-01-05 00:00:00,2013-01-01,4 days 00:00:00,5.9334893
2013-01-05 06:00:00,2013-01-01,4 days 06:00:00,5.6056933
2013-01-05 12:00:00,2013-01-01,4 days 12:00:00,6.016791
2013-01-05 18:00:00,2013-01-01,4 days 18:00:00,5.263831
2013-01-06 00:00:00,2013-01-01,5 days 00:00:00,5.1382685
2013-01-06 06:00:00,2013-01-01,5 days 06:00:00,5.4198647
2013-01-06 12:00:00,2013-01-01,5 days 12:00:00,6.2138424
2013-01-06 18:00:00,2013-01-01,5 days 18:00:00,5.2986007
2013-01-07 00:00:00,2013-01-01,6 days 00:00:00,4.5165462
2013-01-07 06:00:00,2013-01-01,6 days 06:00:00,4.098291
2013-01-07 12:00:00,2013-01-01,6 days 12:00:00,5.0276575
2013-01-07 18:00:00,2013-01-01,6 days 18:00:00,4.519382
2013-01-08 00:00:00,2013-01-01,7 days 00:00:00,4.2845054
2013-01-08 06:00:00,2013-01-01,7 days 06:00:00,4.1128726
2013-01-08 12:00:00,2013-01-01,7 days 12:00:00,4.9181876
2013-01-08 18:00:00,2013-01-01,7 days 18:00:00,4.2207026
2013-01-09 00:00:00,2013-01-01,8 days 00:00:00,3.7994945
2013-01-09 06:00:00,2013-01-01,8 days 06:00:00,3.5706155
2013-01-09 12:00:00,2013-01-01,8 days 12:00:00,4.393057
2013-01-09 18:00:00,2013-01-01,8 days 18:00:00,3.8471277
2013-01-10 00:00:00,2013-01-01,9 days 00:00:00,3.5413501
2013-01-10 06:00:00,2013-01-01,9 days 06:00:00,3.307938
2013-01-10 12:00:00,2013-01-01,9 days 12:00:00,3.839486
2013-01-10 18:00:00,2013-01-01,9 days 18:00:00,3.1275449
2013-01-11 00:00:00,2013-01-01,10 days 00:00:00,2.7850742
2013-01-11 06:00:00,2013-01-01,10 days 06:00:00,2.5253284
2013-01-11 12:00:00,2013-01-01,10 days 12:00:00,3.3693843
2013-01-11 18:00:00,2013-01-01,10 days 18:00:00,2.5485969
2013-01-12 00:00:00,2013-01-01,11 days 00:00:00,2.023308
2013-01-12 06:00:00,2013-01-01,11 days 06:00:00,1.7342592
2013-01-12 12:00:00,2013-01-01,11 days 12:00:00,2.8392417
2013-01-12 18:00:00,2013-01-01,11 days 18:00:00,2.1454034
2013-01-13 00:00:00,2013-01-01,12 days 00:00:00,1.5418898
2013-01-13 06:00:00,2013-01-01,12 days 06:00:00,0.8688537
2013-01-13 12:00:00,2013-01-01,12 days 12:00:00,1.7686219
2013-01-13 18:00:00,2013-01-01,12 days 18:00:00,0.8984496
2013-01-14 00:00:00,2013-01-01,13 days 00:00:00,0.80320954
2013-01-14 06:00:00,2013-01-01,13 days 06:00:00,0.5176128
2013-01-14 12:00:00,2013-01-01,13 days 12:00:00,1.2986046
2013-01-14 18:00:00,2013-01-01,13 days 18:00:00,0.68537533
2013-01-15 00:00:00,2013-01-01,14 days 00:00:00,0.4788684
2013-01-15 06:00:00,2013-01-01,14 days 06:00:00,0.48518407
2013-01-15 12:00:00,2013-01-01,14 days 12:00:00,1.750987
2013-01-15 18:00:00,2013-01-01,14 days 18:00:00,1.0898343
2013-01-16 00:00:00,2013-01-01,15 days 00:00:00,0.82224715
2013-01-16 06:00:00,2013-01-01,15 days 06:00:00,0.7800017
2013-01-16 12:00:00,2013-01-01,15 days 12:00:00,1.8357838
2013-01-16 18:00:00,2013-01-01,15 days 18:00:00,1.1289382
2013-01-17 00:00:00,2013-01-01,16 days 00:00:00,0.80176646
2013-01-17 06:00:00,2013-01-01,16 days 06:00:00,0.66101044
2013-01-17 12:00:00,2013-01-01,16 days 12:00:00,1.79486
2013-01-17 18:00:00,2013-01-01,16 days 18:00:00,1.2644001
2013-01-18 00:00:00,2013-01-01,17 days 00:00:00,1.1362132
2013-01-18 06:00:00,2013-01-01,17 days 06:00:00,1.1341089
2013-01-18 12:00:00,2013-01-01,17 days 12:00:00,2.2980702
2013-01-18 18:00:00,2013-01-01,17 days 18:00:00,1.5304451
2013-01-19 00:00:00,2013-01-01,18 days 00:00:00,1.0392673
2013-01-19 06:00:00,2013-01-01,18 days 06:00:00,0.6236515
2013-01-19 12:00:00,2013-01-01,18 days 12:00:00,1.8055748
2013-01-19 18:00:00,2013-01-01,18 days 18:00:00,0.76047236
2013-01-20 00:00:00,2013-01-01,19 days 00:00:00,0.13457666
2013-01-20 06:00:00,2013-01-01,19 days 06:00:00,-0.121683516
2013-01-20 12:00:00,2013-01-01,19 days 12:00:00,1.2379493
2013-01-20 18:00:00,2013-01-01,19 days 18:00:00,0.71048015
2013-01-21 00:00:00,2013-01-01,20 days 00:00:00,0.35014307
2013-01-21 06:00:00,2013-01-01,20 days 06:00:00,-0.22991407
2013-01-21 12:00:00,2013-01-01,20 days 12:00:00,0.66737396
